"","income","apr","OccGroup"
"92863","$100k+",0.13799,"Executive"
"92864","$50-75k",0.0758,"Other"
"92865","$50-75k",0.20081,"Civil Service"
"92868","$100k+",0.10943,"Professional"
"92869","$75-100k",0.30532,"Analyst"
"92870","$100k+",0.27637,"Nursing"
"92871","$25-50k",0.19364,"Other"
"92872","$25-50k",0.32989,"Sales"
"92874","$100k+",0.13084,"Civil Service"
"92875","$50-75k",0.35797,"Nursing"
"92876","$50-75k",0.12691,"Accountant"
"92877","$75-100k",0.20808,"Engineer"
"92878","$100k+",0.09333,"Professional"
"92879","$75-100k",0.20358,"Analyst"
"92880","$100k+",0.25371,"Pharmacist"
"92881","$50-75k",0.124,"Executive"
"92882","$25-50k",0.25903,"Sales"
"92884","$75-100k",0.2706,"Nursing"
"92885","$75-100k",0.23438,"Other"
"92886","$75-100k",0.12309,"Other"
"92887","$75-100k",0.30933,"Professional"
"92888","$25-50k",0.15324,"Social Worker"
"92889","$100k+",0.18316,"Programmer"
"92890","$75-100k",0.25451,"Professional"
"92891","$25-50k",0.25279,"Other"
"92892","$100k+",0.21156,"Executive"
"92893","$100k+",0.14207,"Other"
"92894","$1-25k",0.18275,"None provided"
"92895","$100k+",0.21115,"Other"
"92897","$100k+",0.28032,"Other"
"92898","$75-100k",0.28851,"Nursing"
"92899","$25-50k",0.14923,"Police Officer"
"92900","$25-50k",0.30532,"Doctor/Dentist"
"92901","$25-50k",0.15784,"Other"
"92902","$50-75k",0.21566,"Executive"
"92903","$25-50k",0.37453,"Professional"
"92904","$1-25k",0.37453,"Other"
"92905","$50-75k",0.25617,"Skilled Labor"
"92906","$50-75k",0.32378,"Postal Service"
"92907","$25-50k",0.19236,"Analyst"
"92908","$25-50k",0.19364,"Sales"
"92909","$50-75k",0.25259,"Postal Service"
"92910","$75-100k",0.18915,"Other"
"92911","$75-100k",0.22693,"Analyst"
"92912","$25-50k",0.11524,"Tradesman"
"92913","$25-50k",0.37453,"Clerical"
"92914","$25-50k",0.19645,"Tradesman"
"92915","$50-75k",0.13227,"Skilled Labor"
"92916","$25-50k",0.17532,"Other"
"92918","$50-75k",0.10375,"Other"
"92919","$1-25k",0.14207,"Other"
"92921","$50-75k",0.18275,"Other"
"92922","$25-50k",0.15301,"Other"
"92923","$50-75k",0.08564,"Programmer"
"92924","$25-50k",0.13972,"Food Service"
"92925","$1-25k",0.12992,"Other"
"92926","$50-75k",0.22242,"Police Officer"
"92927","$50-75k",0.20053,"Analyst"
"92928","$50-75k",0.15144,"Teaching"
"92929","$100k+",0.09333,"Executive"
"92930","$25-50k",0.2951,"Other"
"92931","$50-75k",0.19144,"Construction"
"92932","$1-25k",0.22237,"Food Service"
"92933","$50-75k",0.22601,"Other"
"92934","$100k+",0.20808,"Truck Driver"
"92935","$75-100k",0.16324,"Analyst"
"92936","$1-25k",0.35858,"Sales"
"92938","$25-50k",0.26047,"Food Service"
"92939","$25-50k",0.19143,"Truck Driver"
"92940","$25-50k",0.17018,"Engineer"
"92941","$25-50k",0.25371,"Other"
"92942","$25-50k",0.20868,"Retail Management"
"92943","$50-75k",0.15428,"Other"
"92944","$25-50k",0.33097,"Social Worker"
"92945","$25-50k",0.22712,"Police Officer"
"92946","$25-50k",0.17601,"Skilled Labor"
"92947","$50-75k",0.19991,"Teaching"
"92949","$25-50k",0.11947,"Skilled Labor"
"92950","$50-75k",0.23131,"Truck Driver"
"92951","$50-75k",0.21434,"Social Worker"
"92952","$75-100k",0.16499,"Other"
"92953","$75-100k",0.27776,"Civil Service"
"92954","$25-50k",0.22456,"Professional"
"92955","$25-50k",0.18633,"Chemist"
"92956","$1-25k",0.27246,"Sales"
"92958","$75-100k",0.18214,"Professional"
"92960","$100k+",0.09837,"Executive"
"92961","$50-75k",0.18275,"Skilled Labor"
"92962","$1-25k",0.25781,"Sales"
"92963","$100k+",0.14965,"Attorney"
"92964","$50-75k",0.29495,"Sales"
"92965","$100k+",0.19921,"Other"
"92966","$100k+",0.22108,"Sales"
"92967","$100k+",0.22108,"Sales"
"92968","$50-75k",0.32446,"Retail Management"
"92969","$75-100k",0.16717,"Pharmacist"
"92970","$25-50k",0.29849,"Sales"
"92971","$1-25k",0.21227,"Other"
"92972","$1-25k",0.16324,"Other"
"92973","$75-100k",0.08642,"Programmer"
"92974","$25-50k",0.15713,"Other"
"92975","$75-100k",0.2878,"Skilled Labor"
"92976","$25-50k",0.16988,"Professional"
"92977","$75-100k",0.29486,"Professional"
"92978","$50-75k",0.16294,"Medical Technician"
"92979","$100k+",0.17522,"Accountant"
"92980","$75-100k",0.22773,"Sales"
"92981","$25-50k",0.35643,"Clerical"
"92982","$75-100k",0.23121,"Programmer"
"92983","$100k+",0.23267,"Teaching"
"92984","$50-75k",0.18913,"Other"
"92985","$50-75k",0.18633,"Analyst"
"92987","$50-75k",0.18275,"Other"
"92988","$50-75k",0.30697,"Other"
"92989","$25-50k",0.29537,"Other"
"92991","$25-50k",0.11296,"Food Service Mgmt"
"92992","$75-100k",0.22712,"Skilled Labor"
"92993","$50-75k",0.31032,"Nursing"
"92994","$75-100k",0.09578,"Military"
"92995","$1-25k",0.16215,"Other"
"92996","$25-50k",0.10709,"Military"
"92997","$100k+",0.10386,"Engineer"
"92999","$1-25k",0.35643,"Food Service"
"93000","$25-50k",0.14207,"Other"
"93001","$25-50k",0.14249,"Other"
"93002","$75-100k",0.29537,"Other"
"93003","$100k+",0.125,"Doctor/Dentist"
"93004","$100k+",0.13697,"Accountant"
"93005","$25-50k",0.35356,"Teaching"
"93006","$25-50k",0.22773,"Clerical"
"93007","$50-75k",0.24396,"Executive"
"93008","$50-75k",0.21566,"Sales"
"93009","$25-50k",0.23656,"Teaching"
"93010","$50-75k",0.30564,"Professional"
"93011","$25-50k",0.2974,"Laborer"
"93013","$75-100k",0.126,"Doctor/Dentist"
"93014","$1-25k",0.14494,"Other"
"93015","$75-100k",0.08577,"Professional"
"93016","$100k+",0.27285,"Retail Management"
"93017","$100k+",0.29394,"Civil Service"
"93018","$100k+",0.24282,"Other"
"93019","$1-25k",0.20818,"Clerical"
"93020","$50-75k",0.16304,"Professional"
"93021","$1-25k",0.11061,"Food Service Mgmt"
"93022","$25-50k",0.26128,"Other"
"93023","$25-50k",0.35097,"Medical Technician"
"93024","$25-50k",0.25718,"Other"
"93025","$50-75k",0.22908,"Other"
"93026","$100k+",0.12511,"Professional"
"93027","$25-50k",0.24091,"Retail Management"
"93028","$50-75k",0.32446,"Tradesman"
"93029","$25-50k",0.30748,"Other"
"93030","$75-100k",0.18316,"Other"
"93031","$100k+",0.18555,"Sales"
"93032","$25-50k",0.31308,"Other"
"93033","$75-100k",0.09643,"Food Service Mgmt"
"93034","$75-100k",0.22773,"Nursing"
"93035","$1-25k",0.22812,"None provided"
"93037","$75-100k",0.08664,"Analyst"
"93038","$25-50k",0.1322,"Professional"
"93039","$50-75k",0.20857,"Nursing"
"93040","$25-50k",0.27246,"Skilled Labor"
"93041","$1-25k",0.29546,"Sales"
"93042","$25-50k",0.32393,"Waiter/Waitress"
"93044","$25-50k",0.21137,"Construction"
"93045","$1-25k",0.28704,"Other"
"93046","$50-75k",0.34621,"Other"
"93047","$1-25k",0.35643,"Other"
"93048","$50-75k",0.20367,"Civil Service"
"93049","$100k+",0.27246,"Retail Management"
"93050","$25-50k",0.33973,"Other"
"93051","$25-50k",0.30748,"Professional"
"93052","$75-100k",0.1709,"Sales"
"93055","$100k+",0.17359,"Engineer"
"93056","$25-50k",0.11296,"Other"
"93057","$100k+",0.24758,"Executive"
"93058","$100k+",0.16304,"Sales"
"93059","$100k+",0.20808,"Executive"
"93060","$100k+",0.2951,"Construction"
"93061","$25-50k",0.26855,"Other"
"93062","$25-50k",0.23847,"Nursing"
"93063","$25-50k",0.31375,"Other"
"93064","$75-100k",0.13545,"Other"
"93065","$100k+",0.25424,"Executive"
"93066","$50-75k",0.35643,"Other"
"93067","$50-75k",0.2706,"Other"
"93069","$25-50k",0.34976,"Programmer"
"93070","$50-75k",0.24589,"Accountant"
"93071","$25-50k",0.33553,"Teaching"
"93073","$50-75k",0.09065,"Other"
"93074","$50-75k",0.13124,"Sales"
"93075","$50-75k",0.35797,"Police Officer"
"93076","$25-50k",0.13814,"Police Officer"
"93077","$50-75k",0.28917,"Nursing"
"93078","$25-50k",0.20358,"Executive"
"93079","$100k+",0.17327,"Professional"
"93081","$25-50k",0.15223,"Professional"
"93082","$75-100k",0.32333,"Programmer"
"93083","$25-50k",0.19501,"Tradesman"
"93084","$50-75k",0.13697,"Executive"
"93085","$25-50k",0.2972,"Other"
"93086","$50-75k",0.30168,"Teaching"
"93087","$25-50k",0.14714,"Other"
"93088","$50-75k",0.18173,"Pharmacist"
"93089","$25-50k",0.10082,"Other"
"93090","$50-75k",0.12782,"Teaching"
"93091","$25-50k",0.12562,"Other"
"93093","$75-100k",0.3179,"Other"
"93094","$50-75k",0.19144,"Other"
"93095","$50-75k",0.24252,"Other"
"93096","$100k+",0.12502,"Sales"
"93097","$50-75k",0.26047,"Nursing"
"93098","$75-100k",0.25371,"Sales"
"93100","$50-75k",0.31616,"Medical Technician"
"93101","$75-100k",0.19681,"Executive"
"93103","$25-50k",0.25819,"Professional"
"93104","$50-75k",0.22693,"Professional"
"93105","$25-50k",0.25424,"Scientist"
"93106","$50-75k",0.27236,"Teaching"
"93107","$25-50k",0.13625,"Social Worker"
"93108","$75-100k",0.14206,"Nursing"
"93109","$75-100k",0.09643,"Pilot"
"93110","$25-50k",0.17069,"Food Service Mgmt"
"93111","$100k+",0.11696,"Programmer"
"93112","$25-50k",0.09514,"Student"
"93113","$75-100k",0.19681,"Construction"
"93114","$100k+",0.15324,"Attorney"
"93115","$100k+",0.15324,"Attorney"
"93116","$100k+",0.1899,"Professional"
"93117","$100k+",0.17359,"Other"
"93118","$100k+",0.14257,"Sales"
"93119","$25-50k",0.15713,"Retail Management"
"93120","$25-50k",0.09728,"Teaching"
"93121","$25-50k",0.35413,"Teaching"
"93122","$50-75k",0.34105,"Engineer"
"93123","$50-75k",0.13983,"Teaching"
"93124","$50-75k",0.17061,"Sales"
"93125","$25-50k",0.25781,"Skilled Labor"
"93127","$50-75k",0.12992,"Teaching"
"93128","$75-100k",0.31616,"Professional"
"93129","$25-50k",0.31668,"Sales"
"93130","$100k+",0.25013,"Analyst"
"93131","$50-75k",0.22108,"Other"
"93132","$100k+",0.17685,"Engineer"
"93133","$50-75k",0.18062,"Police Officer"
"93135","$100k+",0.08591,"Programmer"
"93136","$50-75k",0.06726,"Other"
"93137","$25-50k",0.21945,"Executive"
"93138","$25-50k",0.28704,"Homemaker"
"93139","$25-50k",0.17849,"Food Service Mgmt"
"93140","$25-50k",0.09,"Other"
"93141","$50-75k",0.14658,"Professional"
"93142","$50-75k",0.15375,"Other"
"93143","$1-25k",0.20232,"Sales"
"93144","$1-25k",0.31344,"Sales"
"93145","$50-75k",0.24822,"Postal Service"
"93147","$50-75k",0.17061,"Civil Service"
"93148","$50-75k",0.20615,"Executive"
"93149","$50-75k",0.24246,"Professional"
"93150","$25-50k",0.14348,"Other"
"93151","$75-100k",0.35838,"Laborer"
"93152","$75-100k",0.16732,"Programmer"
"93153","$50-75k",0.25564,"Skilled Labor"
"93154","$100k+",0.35132,"Executive"
"93155","$50-75k",0.17069,"Other"
"93156","$25-50k",0.3179,"Other"
"93157","$25-50k",0.13799,"None provided"
"93158","$25-50k",0.17621,"Other"
"93159","$25-50k",0.20987,"Psychologist"
"93160","$75-100k",0.28851,"Architect"
"93161","$50-75k",0.28848,"Skilled Labor"
"93162","$25-50k",0.0767,"Fireman"
"93163","$75-100k",0.18136,"Programmer"
"93164","$50-75k",0.12106,"Programmer"
"93165","$1-25k",0.08591,"Admin Assistant"
"93166","$25-50k",0.37101,"Other"
"93167","$1-25k",0.20462,"Other"
"93168","$25-50k",0.25486,"Teaching"
"93169","$25-50k",0.26681,"Other"
"93170","$50-75k",0.2249,"Professional"
"93171","$1-25k",0.30564,"Food Service"
"93172","$75-100k",0.19859,"Nursing"
"93173","$75-100k",0.14857,"Truck Driver"
"93174","$75-100k",0.12528,"Other"
"93175","$25-50k",0.35838,"Police Officer"
"93176","$1-25k",0.26799,"Laborer"
"93177","$75-100k",0.15425,"Other"
"93178","$75-100k",0.25133,"Other"
"93179","$50-75k",0.33051,"Medical Technician"
"93180","$50-75k",0.20462,"Construction"
"93181","$25-50k",0.08496,"Teaching"
"93182","$50-75k",0.35356,"Admin Assistant"
"93183","$25-50k",0.24252,"Teaching"
"93184","$25-50k",0.19146,"Other"
"93185","$25-50k",0.15195,"Admin Assistant"
"93186","$100k+",0.18852,"Doctor/Dentist"
"93187","$100k+",0.22872,"Programmer"
"93188","$25-50k",0.12941,"Professional"
"93189","$75-100k",0.35643,"Programmer"
"93190","$25-50k",0.20735,"Other"
"93193","$50-75k",0.15833,"Nursing"
"93194","$50-75k",0.12528,"Professional"
"93195","$75-100k",0.09186,"Analyst"
"93196","$50-75k",0.28704,"Analyst"
"93197","$25-50k",0.24753,"Teaching"
"93198","$25-50k",0.24758,"Other"
"93199","$25-50k",0.1717,"Admin Assistant"
"93200","$25-50k",0.25259,"Admin Assistant"
"93201","$100k+",0.16289,"Attorney"
"93202","$25-50k",0.39153,"Food Service Mgmt"
"93203","$25-50k",0.13271,"Sales"
"93204","$25-50k",0.2214,"Other"
"93206","$100k+",0.19859,"Accountant"
"93207","$25-50k",0.27467,"Other"
"93208","$50-75k",0.34577,"Principal"
"93209","$100k+",0.37036,"Professional"
"93210","$25-50k",0.29254,"Accountant"
"93211","$25-50k",0.2214,"Other"
"93212","$50-75k",0.21566,"Accountant"
"93213","$25-50k",0.30349,"Professional"
"93214","$25-50k",0.22415,"Food Service"
"93215","$25-50k",0.37453,"Skilled Labor"
"93216","$100k+",0.21156,"Programmer"
"93217","$50-75k",0.19341,"Nursing"
"93218","$25-50k",0.27285,"Clergy/Religious"
"93219","$25-50k",0.1452,"Professional"
"93220","$100k+",0.28574,"Investor"
"93221","$50-75k",0.22744,"Construction"
"93222","$100k+",0.14206,"Professional"
"93223","$50-75k",0.30285,"Other"
"93224","$25-50k",0.27246,"Professional"
"93225","$25-50k",0.29464,"Programmer"
"93226","$50-75k",0.15629,"Other"
"93227","$100k+",0.14709,"Food Service"
"93228","$75-100k",0.08902,"Other"
"93229","$100k+",0.21372,"Executive"
"93230","$25-50k",0.23477,"Other"
"93232","$100k+",0.13247,"Sales"
"93233","$50-75k",0.12489,"Military"
"93234","$50-75k",0.18287,"Other"
"93235","$25-50k",0.27462,"Other"
"93236","$50-75k",0.28362,"Truck Driver"
"93237","$75-100k",0.15713,"Accountant"
"93238","$25-50k",0.20808,"Professional"
"93239","$1-25k",0.16461,"Student"
"93240","$100k+",0.24246,"Engineer"
"93241","$50-75k",0.20217,"Professional"
"93242","$75-100k",0.1322,"Other"
"93243","$50-75k",0.34045,"Teaching"
"93244","$50-75k",0.18479,"Other"
"93245","$25-50k",0.15428,"Teaching"
"93246","$100k+",0.09469,"Attorney"
"93247","$50-75k",0.17061,"Clerical"
"93248","$50-75k",0.26822,"Realtor"
"93249","$50-75k",0.27462,"Other"
"93250","$75-100k",0.0903,"Nursing"
"93251","$25-50k",0.30899,"Skilled Labor"
"93252","$50-75k",0.10029,"Police Officer"
"93253","$50-75k",0.11563,"Professor"
"93254","$50-75k",0.21156,"Other"
"93255","$75-100k",0.16499,"Construction"
"93256","$50-75k",0.21576,"Professor"
"93257","$50-75k",0.32576,"Truck Driver"
"93258","$50-75k",0.17611,"Police Officer"
"93259","$100k+",0.35797,"Other"
"93261","$50-75k",0.27246,"Postal Service"
"93262","$50-75k",0.28704,"Other"
"93263","$25-50k",0.31616,"Other"
"93264","$25-50k",0.27246,"Professional"
"93265","$50-75k",0.22693,"Skilled Labor"
"93266","$50-75k",0.09333,"Programmer"
"93267","$100k+",0.2878,"Professional"
"93268","$100k+",0.17359,"Doctor/Dentist"
"93269","$75-100k",0.35797,"Principal"
"93270","$25-50k",0.32446,"Professional"
"93271","$100k+",0.2214,"Engineer"
"93272","$50-75k",0.33215,"Nursing"
"93273","$1-25k",0.38058,"Retail Management"
"93274","$25-50k",0.18965,"Laborer"
"93275","$25-50k",0.12309,"Sales"
"93276","$25-50k",0.35643,"Admin Assistant"
"93277","$50-75k",0.2354,"Other"
"93278","$25-50k",0.34915,"Admin Assistant"
"93279","$50-75k",0.16175,"Construction"
"93282","$50-75k",0.22712,"Executive"
"93283","$50-75k",0.26917,"Admin Assistant"
"93284","$50-75k",0.11957,"Professional"
"93285","$25-50k",0.19859,"Skilled Labor"
"93286","$1-25k",0.24246,"Other"
"93287","$50-75k",0.10692,"Nursing"
"93288","$50-75k",0.32989,"Police Officer"
"93289","$25-50k",0.35797,"Other"
"93291","$25-50k",0.12081,"Civil Service"
"93292","$100k+",0.30564,"Analyst"
"93293","$25-50k",0.22742,"Programmer"
"93294","$25-50k",0.26917,"Other"
"93295","$1-25k",0.32378,"Waiter/Waitress"
"93296","$100k+",0.14453,"Other"
"93297","$50-75k",0.22283,"Other"
"93298","$1-25k",0.32446,"Realtor"
"93299","$50-75k",0.19479,"Sales"
"93300","$50-75k",0.14206,"Teaching"
"93301","$25-50k",0.15134,"Other"
"93302","$25-50k",0.35356,"Programmer"
"93303","$100k+",0.12528,"Professional"
"93304","$75-100k",0.1716,"Professional"
"93305","$50-75k",0.06847,"Bus Driver"
"93306","$100k+",0.35797,"Analyst"
"93307","$50-75k",0.33973,"Other"
"93308","$100k+",0.19645,"Professional"
"93310","$75-100k",0.15538,"Engineer"
"93311","$25-50k",0.35797,"Investor"
"93312","$1-25k",0.14857,"Other"
"93313","$100k+",0.17722,"Accountant"
"93315","$75-100k",0.29537,"Other"
"93316","$50-75k",0.15375,"Teaching"
"93317","$50-75k",0.15324,"Retail Management"
"93318","$50-75k",0.29254,"Other"
"93320","$75-100k",0.35797,"Sales"
"93321","$1-25k",0.1802,"Sales"
"93322","$1-25k",0.1802,"Sales"
"93323","$50-75k",0.21945,"Professional"
"93325","$1-25k",0.11295,"Other"
"93326","$100k+",0.12727,"None provided"
"93328","$50-75k",0.27637,"Nursing"
"93329","$100k+",0.21434,"Pilot"
"93330","$25-50k",0.19364,"Realtor"
"93331","$25-50k",0.21156,"Other"
"93332","$1-25k",0.24036,"Other"
"93333","$50-75k",0.21434,"Other"
"93334","$25-50k",0.33553,"Other"
"93335","$25-50k",0.41355,"Admin Assistant"
"93336","$100k+",0.20347,"Executive"
"93337","$1-25k",0.24246,"Other"
"93338","$50-75k",0.14714,"Tradesman"
"93339","$50-75k",0.1255,"Other"
"93340","$25-50k",0.37453,"Clerical"
"93341","$25-50k",0.11696,"Analyst"
"93342","$25-50k",0.37453,"Professional"
"93343","$50-75k",0.15713,"Police Officer"
"93345","$50-75k",0.2354,"Analyst"
"93347","$25-50k",0.24856,"Other"
"93348","$75-100k",0.08684,"Food Service Mgmt"
"93349","$1-25k",0.35797,"Clergy/Religious"
"93350","$75-100k",0.30339,"Sales"
"93351","$25-50k",0.18726,"Professional"
"93352","$100k+",0.09988,"Professional"
"93353","$1-25k",0.24758,"Medical Technician"
"93354","$50-75k",0.14453,"Professional"
"93356","$100k+",0.28324,"Professional"
"93358","$50-75k",0.18197,"Sales"
"93359","$50-75k",0.0893,"Bus Driver"
"93360","$100k+",0.26877,"Professional"
"93361","$50-75k",0.124,"Retail Management"
"93362","$75-100k",0.16969,"Police Officer"
"93365","$50-75k",0.1899,"Nursing"
"93366","$50-75k",0.18136,"Engineer"
"93367","$100k+",0.14206,"Other"
"93368","$75-100k",0.09076,"Engineer"
"93369","$100k+",0.25259,"Laborer"
"93370","$100k+",0.20735,"Executive"
"93371","$25-50k",0.20398,"Other"
"93372","$50-75k",0.15833,"Other"
"93373","$25-50k",0.22601,"Nursing"
"93374","$50-75k",0.17061,"Other"
"93375","$50-75k",0.27467,"Other"
"93376","$1-25k",0.2951,"Other"
"93377","$50-75k",0.09434,"Other"
"93378","$50-75k",0.22549,"Postal Service"
"93379","$50-75k",0.20358,"Teaching"
"93380","$25-50k",0.15425,"Other"
"93382","$75-100k",0.1417,"Truck Driver"
"93383","$25-50k",0.10445,"Other"
"93384","$75-100k",0.1972,"Professional"
"93385","$50-75k",0.09434,"Sales"
"93386","$50-75k",0.17359,"Civil Service"
"93388","$50-75k",0.15324,"Other"
"93389","$50-75k",0.35797,"Professional"
"93391","$25-50k",0.25371,"Biologist"
"93392","$75-100k",0.18633,"None provided"
"93393","$100k+",0.29998,"Pharmacist"
"93394","$50-75k",0.1325,"Other"
"93396","$100k+",0.12626,"Executive"
"93397","$50-75k",0.12274,"Accountant"
"93398","$50-75k",0.17359,"Other"
"93399","$25-50k",0.2893,"Other"
"93400","$50-75k",0.3304,"Executive"
"93401","$50-75k",0.35643,"Teaching"
"93402","$50-75k",0.20564,"Truck Driver"
"93403","$75-100k",0.13189,"Other"
"93404","$1-25k",0.16989,"Admin Assistant"
"93405","$50-75k",0.22557,"Other"
"93406","$50-75k",0.14714,"Professional"
"93407","$50-75k",0.07922,"Other"
"93408","$1-25k",0.2706,"Skilled Labor"
"93409","$25-50k",0.35797,"Skilled Labor"
"93410","$50-75k",0.26877,"Professional"
"93411","$100k+",0.2353,"Programmer"
"93412","$25-50k",0.3179,"Other"
"93413","$100k+",0.13138,"Programmer"
"93414","$1-25k",0.17184,"Sales"
"93415","$25-50k",0.25781,"Other"
"93416","$75-100k",0.27462,"Professional"
"93417","$1-25k",0.20358,"Other"
"93418","$100k+",0.09837,"Other"
"93419","$100k+",0.29554,"Programmer"
"93420","$25-50k",0.23383,"Professional"
"93423","$100k+",0.31375,"Engineer"
"93424","$1-25k",0.35797,"Other"
"93425","$25-50k",0.35797,"Other"
"93426","$100k+",0.17611,"Executive"
"93427","$75-100k",0.30697,"Professional"
"93428","$25-50k",0.34408,"Engineer"
"93429","$50-75k",0.2816,"Programmer"
"93430","$100k+",0.06726,"Analyst"
"93431","$50-75k",0.27535,"Tradesman"
"93432","$1-25k",0.3304,"Food Service Mgmt"
"93433","$50-75k",0.35643,"Other"
"93434","$25-50k",0.14714,"Attorney"
"93435","$25-50k",0.35643,"Food Service Mgmt"
"93436","$25-50k",0.20462,"Medical Technician"
"93437","$100k+",0.10569,"Other"
"93438","$50-75k",0.2214,"Nursing"
"93439","$100k+",0.21566,"Pilot"
"93440","$50-75k",0.14206,"Medical Technician"
"93441","$75-100k",0.0893,"Professional"
"93442","$25-50k",0.28943,"Other"
"93443","$25-50k",0.33973,"Other"
"93444","$25-50k",0.14206,"Laborer"
"93445","$50-75k",0.20705,"Other"
"93446","$50-75k",0.15211,"Retail Management"
"93447","$25-50k",0.20232,"Skilled Labor"
"93448","$100k+",0.2951,"Accountant"
"93449","$75-100k",0.24302,"Civil Service"
"93450","$50-75k",0.26895,"Professional"
"93451","$25-50k",0.25486,"Clerical"
"93452","$50-75k",0.16324,"Professional"
"93453","$25-50k",0.35797,"Doctor/Dentist"
"93454","$100k+",0.30182,"Professional"
"93455","$75-100k",0.24589,"Other"
"93456","$50-75k",0.34887,"Other"
"93457","$50-75k",0.19351,"Professional"
"93458","$25-50k",0.29554,"Other"
"93459","$100k+",0.12274,"Executive"
"93460","$75-100k",0.14409,"Engineer"
"93461","$1-25k",0.19323,"Other"
"93462","$25-50k",0.29588,"Sales"
"93463","$100k+",0.08882,"Executive"
"93464","$1-25k",0.11872,"Retail Management"
"93465","$25-50k",0.37453,"Professional"
"93466","$100k+",0.07921,"Sales"
"93467","$25-50k",0.18436,"Professional"
"93468","$25-50k",0.12562,"Programmer"
"93469","$100k+",0.35797,"Professional"
"93470","$25-50k",0.35797,"Programmer"
"93471","$25-50k",0.23984,"Sales"
"93472","$50-75k",0.21566,"Nursing"
"93473","$75-100k",0.19988,"Other"
"93474","$75-100k",0.33286,"Other"
"93475","$25-50k",0.23498,"Clerical"
"93476","$50-75k",0.22338,"Other"
"93477","$1-25k",0.14105,"Food Service Mgmt"
"93478","$25-50k",0.1709,"Student"
"93480","$25-50k",0.22125,"Professional"
"93481","$50-75k",0.05927,"Other"
"93482","$50-75k",0.27322,"Military"
"93483","$1-25k",0.35797,"Other"
"93484","$100k+",0.22908,"Social Worker"
"93485","$50-75k",0.13636,"Analyst"
"93486","$25-50k",0.15324,"Civil Service"
"93487","$50-75k",0.28974,"Other"
"93488","$100k+",0.16392,"Executive"
"93489","$25-50k",0.35797,"Retail Management"
"93490","$50-75k",0.124,"Teaching"
"93491","$75-100k",0.19501,"Nursing"
"93492","$50-75k",0.12461,"Other"
"93493","$50-75k",0.11385,"Accountant"
"93494","$100k+",0.14348,"Professional"
"93495","$25-50k",0.31616,"Nursing"
"93496","$75-100k",0.08829,"Engineer"
"93497","$100k+",0.13226,"Executive"
"93498","$100k+",0.35797,"Civil Service"
"93499","$100k+",0.22186,"Programmer"
"93500","$50-75k",0.13301,"Admin Assistant"
"93502","$1-25k",0.23748,"Sales"
"93503","$50-75k",0.14206,"Programmer"
"93504","$50-75k",0.16194,"Other"
"93505","$50-75k",0.14714,"Other"
"93506","$50-75k",0.10375,"Other"
"93507","$75-100k",0.15833,"Professional"
"93508","$25-50k",0.23599,"Sales"
"93509","$25-50k",0.2974,"Other"
"93510","$50-75k",0.19364,"Other"
"93511","$25-50k",0.19027,"Admin Assistant"
"93512","$25-50k",0.202,"Professional"
"93513","$1-25k",0.34577,"Food Service"
"93514","$25-50k",0.29254,"Teaching"
"93515","$1-25k",0.25757,"Other"
"93517","$25-50k",0.3179,"Analyst"
"93518","$1-25k",0.35356,"Other"
"93519","$100k+",0.30377,"Executive"
"93520","$75-100k",0.30285,"Other"
"93521","$50-75k",0.28848,"Other"
"93522","$1-25k",0.24753,"Nursing"
"93523","$50-75k",0.28851,"Professional"
"93525","$75-100k",0.13705,"Other"
"93526","$25-50k",0.32436,"Truck Driver"
"93527","$25-50k",0.08182,"Other"
"93528","$50-75k",0.2951,"Other"
"93529","$100k+",0.16662,"Police Officer"
"93530","$75-100k",0.18214,"Other"
"93531","$50-75k",0.25259,"Sales"
"93532","$25-50k",0.16713,"Professional"
"93533","$100k+",0.17522,"Accountant"
"93534","$100k+",0.34887,"Other"
"93535","$25-50k",0.18425,"Other"
"93536","$50-75k",0.23318,"Other"
"93537","$75-100k",0.19744,"Retail Management"
"93538","$25-50k",0.34731,"Other"
"93539","$25-50k",0.19859,"Retail Management"
"93540","$100k+",0.35797,"Truck Driver"
"93541","$50-75k",0.15629,"Sales"
"93542","$25-50k",0.12608,"Professional"
"93543","$1-25k",0.22034,"Other"
"93544","$50-75k",0.30285,"Teaching"
"93545","$75-100k",0.15629,"Other"
"93546","$75-100k",0.22135,"Programmer"
"93547","$50-75k",0.37453,"Engineer"
"93548","$1-25k",0.13942,"Sales"
"93549","$1-25k",0.20735,"Other"
"93550","$100k+",0.16686,"Analyst"
"93551","$50-75k",0.15223,"Analyst"
"93552","$75-100k",0.26333,"Sales"
"93553","$75-100k",0.24682,"Professional"
"93554","$100k+",0.12081,"Accountant"
"93555","$50-75k",0.09643,"Professional"
"93557","$75-100k",0.14409,"Food Service Mgmt"
"93558","$25-50k",0.15629,"Other"
"93559","$100k+",0.35643,"Military"
"93560","$100k+",0.18842,"Programmer"
"93561","$25-50k",0.12907,"Other"
"93562","$25-50k",0.32576,"Sales"
"93563","$100k+",0.32538,"Sales"
"93564","$25-50k",0.11666,"Executive"
"93565","$50-75k",0.1949,"Civil Service"
"93566","$25-50k",0.35797,"Investor"
"93567","$50-75k",0.19501,"Nursing"
"93569","$50-75k",0.17754,"Analyst"
"93570","$50-75k",0.23438,"Tradesman"
"93571","$75-100k",0.12511,"Professional"
"93572","$75-100k",0.13734,"Sales"
